Date received,Product,Sub-product,Issue,Sub-issue,Consumer Complaint,Company Public Response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date Sent to Company,Company Response to Consumer,Timely response?,Consumer disputed?,Complaint ID
9/16/14,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,HSBC NORTH AMERICA HOLDINGS INC.,KY,42701,Older American,N/A,Web,9/16/14,Closed with explanation,Yes,No,1030565
10/05/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"CITIBANK, N.A.",NY,11235,,N/A,Postal mail,10/09/2012,Closed with explanation,Yes,No,166134
1/27/17,Consumer Loan,Installment loan,Taking out the loan or lease,,"XXXX Hello, I am writing to complain about PNC Bank in XXXX, MI. The bank personnel there were wonderful. My complaint centers around PNC underwriting. My wife and I recently re-financed our house last fall and credit scores were pulled. We rescinded this loan with XXXX because we were able to find a lender who would give us a rate at .50 % lower. So, we re-applied for a home loan, again credit scores, et al were pulled with XXXX. We closed the loan. Next, we had a 2nd mortgage so I decided I would take our current variable rate HELOC and pay it off with a new fixed rate loan from PNC, about 4.56 % for 20 years on {$100000.00} closed end loan. My credit score was then XXXX, my wife 's was XXXX. We make over {$XXXX} per year. We did have revolving debt of {$13000.00} most that on a zero interest balance transfer being paid down at a rate of about {$1000.00} per month. We have n't had any late payments in many, many years. We had over {$7000.00} in the bank beyond our monthly bills and my wife had over {$40000.00} in stock. Our home just appraised officially for {$660000.00} this fall and the mortgage. I told the branch manager I had cash in the bank and credit union. 
They never asked for a credit union statement. They never asked for information about our other real investments and their value. We never got a formal letter of declination from PNC. All we got was a call from the branch manager who said "" the loan was not approved because your cc ratio to limit was too high. '' Of the {$13000.00} of revolving debt I owed XXXX {$7700.00}, but I have a credit line of {$20000.00} -- -- this is well below a XXXX % ratio of debt to limit. Of the other {$5800.00} of revolving credit I told them ( the manager ) I could pay it off right then and there with the {$7000.00} of cash I had in the bank, if I were asked to. I said tell the underwriter all of this and she said she would pass it along. I do n't believe that she did. I believe that their credit process is very flawed. The customer has {$250000.00} in equity. A record of 40 years of paying off every bill we ever took on. Earnings of over {$200000.00} per year. {$7000.00} cash to pay off {$7000.00} of {$13000.00} total revolving debt. The other {$7700.00} of debt to XXXX is at 0 % interest and being paid down at a rate of {$650.00} per month. So, if asked we would have/could have further paid down any credit cards -- -all of them therefore would have had ratios well below XXXX % regarding limit to cap. Of course, no guidance from the bank. No communication with the underwriter, or letters, or emails from the underwriter. Nothing. On top of all thati Have fleshed out here we have over {$40000.00} in stock, that could be collateral. The final insult -- -- not even a letter of declination to explain what the problem is. Perhaps PNC did n't want to do a 20 yr. fixed loan even though they advertise it because they can make more $ $ $ off of variable rates. Obviously, my credit was plenty good enough just 2 months ago to be approved for a {$410000.00} first home mortgage by both XXXX and XXXX. I would still like to proceed with this loan. If I were treated properly by this bank I should have, given by situation be at least provided with a counter offer to ameliorate said credit cards. I should have been asked about other collateral -- -like stocks, bonds. I should have been asked about cash reserves ( i.e my credit union ). None of that happened. One of their concerns was that my credit was pulled numerous times over the last year. I repeatedly tried to explain to them, that yes it was pulled by mortage companies to qualify for the best rate. I was only shopping for a great re-fi rate. This is one poorly run bank -- -I talking the underwriting. We should have received this loan. We have a strong record of paying our bills on time. Please investigate this situation and advise. 

XXXX XXXX.",,PNC Bank N.A.,MI,483XX,Older American,Consent provided,Web,02/07/2017,Closed with explanation,Yes,No,2315629
6/17/16,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"My ex-wife and I submitted paperwork, back in XXXX 2016, to Ocwen requesting a short sale of our condo due to several significant, long-term hardships including divorce, relocation out of state due to a family hardship, increased mortgage expenses and high medical expenses resulting from an ongoing health condition. Shortly after our first request was denied, several additional major hardships presented themselves -- loss of renters in our property thus taking away a significant portion of income, job instability and a major salary reduction due to a severe company financial crisis. The new monthly salary, in its entirety, does NOT even cover XXXX of the mortgage payment! This does n't even take into account obvious living expenses and obligations that need to be made each month. Despite these additional hardships and our monthly cash flow being grossly negative, we were denied a second time. We clearly meet the guidelines defined by the XXXX Program and yet Ocwen does nothing but categorically deny our application and refuses to negotiate the short sale of our property. Taking all of our hardships we are faced with combined with our available assets having been all but depleted and our inability to make a mortgage payment for the last few months, Ocwen still makes the absurd claim that us defaulting on the loan is NOT imminent. Not only is a default imminent but the reality is that it is inevitable. Based upon our dealings with Ocwen, lack of communication and the ludicrous decisions we have received from them, we assert that Ocwen is failing to give credence to the information we are submitting and is operating directly against the XXXX program. Additionally, our divorce decree stipulates the property must be sold, thus Ocwen is forcing us to continue to hold onto a joint asset indefinitely and directly degradating a court order. It is clear to us that Ocwen is operating their business in an unethical and fraudulent manner and this needs to be addressed. We respectfully request this be reviewed and the Ocwen approve our short sale application.",,OCWEN LOAN SERVICING LLC,PA,180XX,,Consent provided,Web,6/20/16,Closed with explanation,Yes,No,1973779
12/29/13,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,"Shermeta Law Group, PLLC",OH,45140,,N/A,Web,12/29/13,Closed with non-monetary relief,Yes,No,646864
12/03/2013,Credit card,,Billing disputes,,,,"CITIBANK, N.A.",MN,56071,Older American,N/A,Phone,12/04/2013,Closed with explanation,Yes,No,618893
9/15/15,Bank account or service,Checking account,"Account opening, closing, or management",,,Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,34205,Older American,N/A,Phone,9/15/15,Closed with non-monetary relief,Yes,No,1565097
4/14/17,Credit card,,Unsolicited issuance of credit card,,,,CAPITAL ONE FINANCIAL CORPORATION,,,Older American,Other,Web,4/17/17,Closed with explanation,Yes,No,2435916
3/15/17,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,,,AES/PHEAA,IL,62258,,Consent not provided,Web,3/15/17,Closed with explanation,Yes,No,2387006
8/18/14,Bank account or service,Checking account,Using a debit or ATM card,,,,BMO HARRIS BANK NATIONAL ASSOCIATION,WI,53212,,N/A,Web,8/21/14,Closed with explanation,Yes,No,988698
7/18/12,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,WELLS FARGO & COMPANY,ME,4073,,N/A,Web,7/25/12,Closed with explanation,Yes,No,119912
12/18/14,Payday loan,,Can't contact lender,,,,"Enhanced Acquisitions, LLC",NH,3773,,N/A,Web,12/22/14,Closed with explanation,No,No,1162381
6/22/12,Bank account or service,Checking account,Deposits and withdrawals,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,7079,,N/A,Referral,6/26/12,Closed with monetary relief,Yes,No,106884
2/14/14,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,"CITIZENS FINANCIAL GROUP, INC.",MI,48430,,N/A,Web,2/14/14,Closed with explanation,Yes,Yes,715392
4/20/17,Bank account or service,Other bank product/service,Using a debit or ATM card,,,,JPMORGAN CHASE & CO.,AZ,85022,,N/A,Referral,4/21/17,Closed with explanation,Yes,No,2445072
12/15/16,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,"Durango Credit and Collection Company, Inc.",CO,81321,Older American,Consent not provided,Web,1/24/17,Closed with explanation,No,No,2252300
2/25/14,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,90046,,N/A,Web,2/27/14,Closed with explanation,Yes,No,729804
6/25/13,Credit card,,Collection practices,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33634,,N/A,Web,6/25/13,Closed with explanation,Yes,No,441693
1/15/13,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,32907,Older American,N/A,Web,1/16/13,Closed with non-monetary relief,Yes,Yes,233995
12/18/15,Money transfers,Domestic (US) money transfer,Other transaction issues,,"I have a mortgage with XXXX ( XXXX XXXX XXXX ). I wanted to pay on line so they transferred me to Western Union Speed Pay on the web. I put in all my information, and submitted it. After that, I realized that I may have left off a digit in the bank routing code, but there was no way I could tell as the pop-up screen was gone. I would like Western Union Speed Pay to send a confirmation or problem report to the email address I provide, it would make life simpler.",,"WESTERN UNION COMPANY, THE",WA,981XX,Older American,Consent provided,Web,12/18/15,Closed with explanation,Yes,No,1707955
4/13/17,Bank account or service,Checking account,Problems caused by my funds being low,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,34654,,N/A,Referral,4/14/17,Closed with monetary relief,Yes,No,2435736
3/30/17,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,"About 10 years ago, I took out a {$230000.00} home equity loan on a rental property located at XXXX, XXXX, CA. My interest for the loan for the first ten years was 4.24 %. I have now been informed that my new interest rate will be increase to 6 % without having been told of this fact when I signed up for the loan ten years ago. When I originally signed the loan, there was an 18 page document which I signed which was hidden and stated there is a 8 % margin on my loan after ten years which was never explained to me. I have contacted Wells Fargo over 20 times during the past ten years for a clarification as to when is a "" margin '', but no one was able to explain it to me. There was a complete failure to explain or disclose to me what impact a "" margin '' would have on my loan after ten years. I am a XXXX senior and I feel that I have been misled and deceived into agreeing to a bad, fraudulent loan.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,944XX,Older American,Consent provided,Web,3/30/17,Closed with explanation,Yes,No,2411203
